ID,Source,Default branch,XML launch files,Py launch files,Language,Issues (total),Open issues,Closed issues,PR (total),Open PRs,Closed PRs,Commits,Branches,Releases,Contributors,Description,URL,Categorized by,Batch,Included,Violated criterion,Scope,System type 1,System type 2,System type 3,Capability 1,Capability 2,Capability 3,SA documented,SA documentation,Notes
ros-industrial/staubli_experimental,github,kinetic-devel,45,0,TeX,19,8,11,14,2,12,101,4,0,5,Experimental packages for Staubli manipulators within ROS-Industrial (http://wiki.ros.org/staubli_experimental),https://github.com/ros-industrial/staubli_experimental,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
ros-industrial/swri-ros-pkg,github,master,177,0,C++,69,19,50,1,0,1,930,9,13,17,Automatically exported from code.google.com/p/swri-ros-pkg,https://github.com/ros-industrial/swri-ros-pkg,Ivano,2,NO,E3,,,,,,,,,,
ros-industrial/universal_robot,github,kinetic-devel,199,0,Python,212,28,184,214,18,196,685,10,16,63,ROS-Industrial universal robot meta-package (http://wiki.ros.org/universal_robot),https://github.com/ros-industrial/universal_robot,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
ros-industrial/ur_modern_driver,github,master,12,0,C++,234,46,188,77,9,68,201,3,0,14,"ROS driver for CB1, CB2 and CB3+ controllers with UR3, UR5 or UR10 robots from Universal Robots",https://github.com/ros-industrial/ur_modern_driver,Ivano,2,NO,E7,,,,,,,,,,
ros-interactive-manipulation/pr2_object_manipulation,github,groovy-devel,52,0,C++,15,12,3,51,0,51,224,5,6,23,PR2-specific functionality related to pickup and place tasks.,https://github.com/ros-interactive-manipulation/pr2_object_manipulation,Ivano,2,YES,,FULL_SYSTEM,Service,Manu,,FULL,,,NO,,
ros-naoqi/nao_robot,github,master,12,0,Python,14,5,9,26,2,24,345,3,16,29,,https://github.com/ros-naoqi/nao_robot,Ivano,2,NO,E10,,,,,,,,,,
ros-naoqi/naoqi_bridge,github,master,14,0,Python,14,8,6,79,2,77,563,4,15,41,ROS stack to interact with NAOqi,https://github.com/ros-naoqi/naoqi_bridge,Ivano,2,YES,,FULL_SYSTEM,Humanoid ,,,FULL,,,NO,,
ros-naoqi/naoqi_driver,github,master,1,0,C++,42,17,25,70,10,60,719,7,21,26,c++ bridge based on libqi,https://github.com/ros-naoqi/naoqi_driver,Ivano,2,NO,E7,,,,,,,,,,
ros-perception/image_common,github,hydro-devel,1,0,C++,63,26,37,65,14,51,352,19,87,37,The image_common of http://www.ros.org/wiki/image_common has moved to github,https://github.com/ros-perception/image_common,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,
ros-perception/image_pipeline,github,melodic,6,0,C++,228,48,180,190,23,167,868,29,118,97,An image processing pipeline for ROS.,https://github.com/ros-perception/image_pipeline,Ivano,2,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,YES,http://wiki.ros.org/image_pipeline,
ros-perception/laser_filters,github,indigo-devel,10,0,C++,21,9,12,56,7,49,170,13,60,35,"Assorted filters designed to operate on 2D planar laser scanners, which use the sensor_msgs/LaserScan type.",https://github.com/ros-perception/laser_filters,Ivano,2,YES,,SUBSYSTEM,GEN,,,Sensing,,,YES,https://github.com/ros-perception/laser_filters/blob/indigo-devel/doc/node_organization.svg,
ros-perception/opencv_apps,github,indigo,56,0,C++,24,10,14,70,12,58,224,3,7,18,http://wiki.ros.org/opencv_apps,https://github.com/ros-perception/opencv_apps,Ivano,2,YES,,SUBSYSTEM,GEN,,,Integration,,,YES,http://wiki.ros.org/opencv_apps,
ros-perception/slam_gmapping,github,hydro-devel,7,0,C++,45,22,23,30,5,25,164,3,41,32,http://www.ros.org/wiki/slam_gmapping,https://github.com/ros-perception/slam_gmapping,Ivano,2,YES,,SUBSYSTEM,GEN,,,Slam,,,NO,,
ros-perception/vision_opencv,github,kinetic,1,0,C++,129,38,91,150,17,133,626,16,154,57,,https://github.com/ros-perception/vision_opencv,Ivano,1,NO,E9,,,,,,,,,,
ros-planning/moveit,github,master,56,0,C++,599,259,340,893,24,869,6615,8,43,232,:robot: The MoveIt! motion planning framework,https://github.com/ros-planning/moveit,Ivano,1,YES,,SUBSYSTEM,Manu,,,Planning,Control,,PARTIALLY, https://moveit.ros.org/documentation/concepts/,
ros-planning/moveit_pr2,github,kinetic-devel,53,0,C++,30,2,28,71,2,69,675,23,48,33,MoveIt! Packages for PR2,https://github.com/ros-planning/moveit_pr2,Ivano,2,YES,,SUBSYSTEM,Manu,,,Planning,Control,,NO,,
ros-planning/moveit_robots,github,kinetic-devel,84,0,C++,12,3,9,62,3,59,153,3,10,26,MoveIt! configurations for different robots,https://github.com/ros-planning/moveit_robots,Ivano,2,NO,E7,,,,,,,,,,
ros-planning/moveit_ros,github,kinetic-devel,1,0,C++,361,80,281,384,8,376,2779,17,118,93,THIS REPO HAS MOVED TO https://github.com/ros-planning/moveit,https://github.com/ros-planning/moveit_ros,Ivano,2,NO,E10,,,,,,,,,,
ros-planning/moveit_setup_assistant,github,kinetic-devel,26,0,C++,72,6,66,52,0,52,285,7,41,27,THIS REPO HAS MOVED TO https://github.com/ros-planning/moveit,https://github.com/ros-planning/moveit_setup_assistant,Ivano,2,NO,E10,,,,,,,,,,
ros-planning/moveit_tutorials,github,master,14,0,HTML,103,29,74,229,4,225,263,7,0,65,A sphinx-based centralized documentation repo for MoveIt!,https://github.com/ros-planning/moveit_tutorials,Ivano,2,NO,E1,,,,,,,,,,
ros-planning/navigation,github,melodic-devel,38,0,C++,339,65,274,550,39,511,1824,15,115,130,ROS Navigation stack.  Code for finding where the robot is and how it can get somewhere else.,https://github.com/ros-planning/navigation,Ivano,1,YES,,SUBSYSTEM,Ground,,,Navigation,Planning,,YES,http://wiki.ros.org/navigation/Tutorials/RobotSetup,
ros-planning/navigation_experimental,github,kinetic-devel,7,0,C++,16,0,16,22,0,22,262,8,21,27,Experimental navigation techniques for ROS robots.,https://github.com/ros-planning/navigation_experimental,Ivano,2,YES,,SUBSYSTEM,Ground,,,Navigation,Planning,,NO,,
ros-planning/navigation2,github,master,3,11,C++,350,130,220,456,23,433,661,11,9,22,ROS2 Navigation,https://github.com/ros-planning/navigation2,Ivano,2,YES,,SUBSYSTEM,Ground,,,Navigation,Planning,,YES,https://github.com/ros-planning/navigation2/blob/master/doc/design/ROS_COMPARISON.md,ROS2 version of ros_planning?navigation
ros-planning/robot_pose_ekf,github,master,4,0,C++,0,0,0,3,0,3,136,2,1,31,robot_pose_ekf package for ROS Melodic and later,https://github.com/ros-planning/robot_pose_ekf,Ivano,2,NO,I1,,,,,,,,,,
ros-planning/srdfdom,github,melodic-devel,2,0,C++,13,0,13,35,3,32,101,5,22,22,Semantic Robot Description Format,https://github.com/ros-planning/srdfdom,Ivano,2,NO,E8,,,,,,,,,,
ROS-PSE/arni,github,master,21,0,Python,17,4,13,4,0,4,536,6,7,13,this is the codebase of the Advanced ROS Network Introspection.,https://github.com/ROS-PSE/arni,Ivano,2,YES,,SUBSYSTEM,GEN,,,DevSupport,,,YES,https://github.com/ROS-PSE/arni/blob/master/ARNI_dataflow.png,
ros-visualization/interactive_marker_twist_server,github,kinetic-devel,1,0,C++,7,4,3,7,1,6,150,5,4,14,Generic interactive marker server for Twist robots.,https://github.com/ros-visualization/interactive_marker_twist_server,Ivano,2,NO,E8,,,,,,,,,,
ros-visualization/rqt_bag,github,master,1,0,Python,30,18,12,12,6,6,300,4,5,28,,https://github.com/ros-visualization/rqt_bag,Ivano,2,NO,E8,,,,,,,,,,
ros-visualization/rviz,github,melodic-devel,1,0,C++,926,149,777,452,20,432,2031,11,174,135,ROS 3D Robot Visualizer,https://github.com/ros-visualization/rviz,Ivano,2,NO,E8,,,,,,,,,,
ros-visualization/rx,github,groovy-devel,1,0,Python,2,0,2,0,0,0,160,7,46,7,,https://github.com/ros-visualization/rx,Ivano,2,NO,E8,,,,,,,,,,
ros/actionlib,github,indigo-devel,15,0,C++,55,28,27,86,16,70,739,11,99,67,"Provides a standardized interface for interfacing with preemptable tasks. Examples of this include moving the base to a target location, performing a laser scan and returning the resulting point cloud, detecting the handle of a door, etc.",https://github.com/ros/actionlib,Ivano,2,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,PARTIALLY,http://wiki.ros.org/actionlib,
ros/bond_core,github,kinetic-devel,4,0,C++,16,6,10,35,4,31,546,7,73,41,Maintains a bond (i.e. heart beat ) between ROS nodes and provides feedback when the bond is broken,https://github.com/ros/bond_core,Ivano,2,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,NO,,
ros/diagnostics,github,indigo-devel,24,0,C++,48,13,35,63,11,52,997,10,72,68,"Packages related to gathering, viewing, and analyzing diagnostics data from robots.",https://github.com/ros/diagnostics,Ivano,2,YES,,SUBSYSTEM,GEN,,,DevSupport,,,NO,,
ros/dynamic_reconfigure,github,melodic-devel,4,0,Python,64,20,44,72,13,59,544,5,78,39,,https://github.com/ros/dynamic_reconfigure,Ivano,2,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,NO,,
ros/executive_smach,github,indigo-devel,7,0,Python,27,16,11,37,10,27,155,6,14,28,A procedural python-based task execution framework with ROS integration.,https://github.com/ros/executive_smach,Ivano,1,YES,,SUBSYSTEM,GEN,,,Planning,,,NO,,
ros/geometry2,github,melodic-devel,11,0,C++,151,38,113,234,12,222,1392,12,49,111,A set of ROS packages for keeping track of coordinate transforms.,https://github.com/ros/geometry2,Ivano,1,YES,,SUBSYSTEM,GEN,,,Integration,,,PARTIALLY,http://wiki.ros.org/tf2/Design,
ros/joint_state_publisher,github,kinetic-devel,6,0,Python,6,4,2,11,3,8,783,5,3,68,http://wiki.ros.org/joint_state_publisher,https://github.com/ros/joint_state_publisher,Ivano,2,NO,E8,,,,,,,,,,
ros/nodelet_core,github,indigo-devel,10,0,C++,42,13,29,45,5,40,623,11,92,47,"Allows one to create ""nodelets"" -- ROS node-like entities that run within the same process so as to avoid IPC and serialization overhead",https://github.com/ros/nodelet_core,Ivano,2,YES,E8,SUBSYSTEM,GEN,,,Infrastructural,,,NO,,
ros/ros,github,kinetic-devel,1,0,Python,80,10,70,140,4,136,3933,14,241,73,Core ROS packages,https://github.com/ros/ros,Ivano,2,NO,I1,,,,,,,,,,
ros/urdf,github,melodic-devel,1,0,C++,9,6,3,20,2,18,795,4,4,68,Repository for URDF parsing code,https://github.com/ros/urdf,Ivano,2,NO,E8,,,,,,,,,,
ros2/demos,github,master,0,6,C++,83,18,65,284,5,279,432,11,25,37,,https://github.com/ros2/demos,Ivano,2,NO,E4,,,,,,,,,,
rosflight/rosflight,github,master,9,0,C++,40,14,26,53,2,51,539,19,6,21,ROS stack for the ROSflight autopilot,https://github.com/rosflight/rosflight,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Control,,,YES,http://wiki.ros.org/rosflight,Additional doc: http://rosflight.org/
rosjava/android_core,github,kinetic,1,0,Java,214,35,179,91,3,88,431,7,10,22,Android libraries for rosjava,https://github.com/rosjava/android_core,Ivano,2,YES,,SUBSYSTEM,GEN,,,Integration,,,NO,,
rosjava/rosjava_core,github,kinetic,7,0,Java,221,73,148,76,4,72,1257,7,19,23,An implementation of ROS in pure Java with Android support.,https://github.com/rosjava/rosjava_core,Ivano,2,NO,I1,,,,,,,,,,
rospilot/rospilot,github,master,2,0,C++,42,4,38,53,0,53,398,6,38,4,"An autopilot based on Linux, Ardupilot, and ROS",https://github.com/rospilot/rospilot,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Control,,,NO,,
RoverRobotics/rr_openrover_basic,github,master,3,0,C++,16,5,11,4,1,3,280,8,10,9,If you have purchased the basic version of the OpenRover this code will allow you to communicate with your OpenRover using ROS,https://github.com/RoverRobotics/rr_openrover_basic,Ivano,2,YES,,SUBSYSTEM,Ground,,,Control,,,YES,http://wiki.ros.org/rr_openrover_basic,
rst-tu-dortmund/pxpincher_ros,github,kinetic-devel,5,0,C++,14,6,8,1,0,1,135,3,0,8,Hardware and support package for the PhantomX Pincher robot arm,https://github.com/rst-tu-dortmund/pxpincher_ros,Ivano,2,YES,,SUBSYSTEM,Manu,,,Control,,,NO,,
rst-tu-dortmund/teb_local_planner,github,kinetic-devel,1,0,C++,107,40,67,35,12,23,275,12,45,11,An optimal trajectory planner considering distinctive topologies for mobile robots based on Timed-Elastic-Bands (ROS Package),https://github.com/rst-tu-dortmund/teb_local_planner,Ivano,2,YES,,SUBSYSTEM,Ground,,,Planning,,,YES,http://wiki.ros.org/teb_local_planner#Node_API,
rt-net/crane_x7_ros,github,master,34,0,C++,37,3,34,51,0,51,286,6,0,8,CRANE-X7 ROSパッケージ,https://github.com/rt-net/crane_x7_ros,Ivano,2,YES,,SUBSYSTEM,Manu,,,Control,,,NO,,
SalemHarrache/robair-ros-pkg,github,master,3,0,Python,0,0,0,0,0,0,241,2,1,5,Ros application for Robair 2013 Project,https://github.com/SalemHarrache/robair-ros-pkg,Ivano,2,NO,E1,,,,,,,,,,
sbrodeur/ros-icreate-bbb,github,master,15,0,C++,40,7,33,0,0,0,140,2,0,3,ROS (Robotic Operating System) packages for the iRobot Create with onboard BeagleBone Black,https://github.com/sbrodeur/ros-icreate-bbb,Ivano,1,YES,,FULL_SYSTEM,Service,,,FULL,,,NO,,
ScazLab/baxter_tictactoe,github,master,5,0,C++,14,1,13,14,0,14,595,4,0,11,Playing TicTacToe with the Baxter collaborative robot.,https://github.com/ScazLab/baxter_tictactoe,Ivano,1,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
ScazLab/human_robot_collaboration,github,master,13,0,C++,22,2,20,42,0,42,1319,3,3,14,Yet another repo for the baxter collaboration task.,https://github.com/ScazLab/human_robot_collaboration,Ivano,1,NO,E5,,,,,,,,,,
ScazLab/ros_speech2text,github,master,2,0,Python,21,3,18,2,0,2,193,4,0,7,A ROS package that uses Google Cloud Speech to provide speech to text service,https://github.com/ScazLab/ros_speech2text,Ivano,1,YES,,SUBSYSTEM,GEN,,,Integration,,,NO,,
Scheik/ROS-Workspace,github,master,20,0,C++,6,2,4,0,0,0,710,3,5,6,Catkin workspace for my ROS driven mobile robot,https://github.com/Scheik/ROS-Workspace,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,YES,http://www.the-starbearer.de/,
seed-solutions/aero-ros-pkg,github,master,53,0,C++,129,39,90,278,7,271,2040,7,5,21,AERO (SEEDNOID) ROS Package,https://github.com/seed-solutions/aero-ros-pkg,Ivano,1,YES,,FULL_SYSTEM,Service,,,FULL,,,NO,,
ser94mor/self-driving-car-using-ros,github,master,14,0,Python,0,0,0,28,1,27,120,8,0,23,Project: Programming a Real Self-Driving Car ||  Udacity: Self-Driving Car Engineer Nanodegree,https://github.com/ser94mor/self-driving-car-using-ros,Ivano,1,NO,E1,,,,,,,,,,
shadow-robot/ros_ethercat,github,kinetic-devel,1,0,C++,27,9,18,55,0,55,311,11,12,21,Replace pr2_ethercat main loop with one based on ros_control,https://github.com/shadow-robot/ros_ethercat,Ivano,1,NO,E7,,,,,,,,,,
shadow-robot/smart_grasping_sandbox,github,master,29,0,Jupyter Notebook,9,1,8,27,1,26,102,9,0,11,A public sandbox for Shadow's Smart Grasping System,https://github.com/shadow-robot/smart_grasping_sandbox,Ivano,1,NO,I2,,,,,,,,,,
shadow-robot/sr-ronex,github,kinetic-devel,16,0,C++,119,22,97,126,0,126,1021,11,19,29,Contains ROS packages for RoNeX (Robot Nervous System) ,https://github.com/shadow-robot/sr-ronex,Ivano,1,NO,E7,,,,,,,,,,
shadow-robot/sr-ros-interface-ethercat,github,kinetic-devel,18,0,C++,73,11,62,121,7,114,1528,31,12,47,ROS driver for the Shadow Robot EtherCAT Hand.,https://github.com/shadow-robot/sr-ros-interface-ethercat,Ivano,1,NO,E7,,,,,,,,,,
shadow-robot/sr-teleop,github,kinetic-devel,4,0,C++,12,8,4,39,2,37,1375,20,0,29,Teleoperation ROS stack from Shadow Robot.,https://github.com/shadow-robot/sr-teleop,Ivano,1,YES,,SUBSYSTEM,Manu,,,Control,,,NO,,
shantanu-vyas/ros-velodyne-dualreturn,github,master,22,0,C++,0,0,0,0,0,0,393,2,0,25,,https://github.com/shantanu-vyas/ros-velodyne-dualreturn,Ivano,1,NO,E7,,,,,,,,,,
shaykalyan/SE306-ROS,github,develop,13,0,C++,76,0,76,79,0,79,517,87,2,12,,https://github.com/shaykalyan/SE306-ROS,Ivano,1,NO,E1,,,,,,,,,,
shiva-agrawal/my_projects,github,master,10,0,Python,0,0,0,0,0,0,193,2,0,2,Robotics and Autonomous driving related projects,https://github.com/shiva-agrawal/my_projects,Ivano,1,NO,E5,,,,,,,,,,
SICKAG/sick_ldmrs_laser,github,indigo,5,0,C++,12,1,11,1,0,1,102,6,0,4,A ROS driver for the SICK LD-MRS series of laser scanners.,https://github.com/SICKAG/sick_ldmrs_laser,Ivano,1,NO,E7,,,,,,,,,,
SICKAG/sick_safetyscanners,github,master,1,0,C++,11,0,11,7,2,5,210,2,3,5,,https://github.com/SICKAG/sick_safetyscanners,Ivano,1,NO,E7,,,,,,,,,,
SICKAG/sick_scan,github,master,58,0,C++,37,0,37,6,0,6,425,5,11,7,sick_scan is an open-source project to support the laser scanner of the company SICK using the ROS-framework   ,https://github.com/SICKAG/sick_scan,Ivano,1,NO,E7,,,,,,,,,,
sigmaai/self-driving-golf-cart,github,master,30,0,Makefile,9,2,7,5,0,5,436,6,5,6,Be Driven 🚘,https://github.com/sigmaai/self-driving-golf-cart,Ivano,1,YES,,FULL_SYSTEM,Selfdriving_car,,,FULL,,,PARTIALLY,https://github.com/sigmaai/self-driving-golf-cart,
sigproc/qbo_sigproc,github,master,36,0,C++,0,0,0,17,0,17,153,12,0,7,A ROS stack for SigProc's Q.bo,https://github.com/sigproc/qbo_sigproc,Ivano,1,YES,,FULL_SYSTEM,Service,,,FULL,,,NO,,
sikang/mpl_ros,github,master,23,0,C++,12,7,5,3,0,3,329,6,0,5,A ROS wrapper for trajectory planning based on motion primitives,https://github.com/sikang/mpl_ros,Ivano,1,NO,E9,,,,,,,,,,
simlabrobotics/allegro_hand_ros,github,master,4,0,C++,0,0,0,2,0,2,102,3,0,7,ROS stack for SimLab's Allegro Hand,https://github.com/simlabrobotics/allegro_hand_ros,Ivano,1,YES,,SUBSYSTEM,Manu,,,Control,Planning,,NO,,
SJSU-AD/FusionAD,github,develop,50,0,C++,140,25,115,118,1,117,312,6,1,12,An open source autonomous driving stack by San Jose State University Autonomous Driving Team,https://github.com/SJSU-AD/FusionAD,Ivano,1,YES,,FULL_SYSTEM,Selfdriving_car,,,FULL,,,PARTIALLY,https://github.com/SJSU-AD/FusionAD,
sjtu-automatic-maritime-system/Sailboat-Ros,github,kinetic,21,0,C++,11,0,11,9,0,9,262,5,2,6,SJTU Autonomous sailboat project,https://github.com/sjtu-automatic-maritime-system/Sailboat-Ros,Ivano,1,YES,,FULL_SYSTEM,Acquatic,,,FULL,,,NO,,
skasperski/navigation_2d,github,master,4,0,C++,46,5,41,7,1,6,154,11,12,3,ROS nodes to navigate a mobile robot in a planar environment,https://github.com/skasperski/navigation_2d,Ivano,1,YES,,SUBSYSTEM,Ground,,,Navigation,Planning,Slam,NO,,
smaillot/multiple-kinects-auto-calibration,github,master,10,0,C++,5,0,5,0,0,0,132,16,0,2,,https://github.com/smaillot/multiple-kinects-auto-calibration,Ivano,1,NO,E7,,,,,,,,,,
sniekum/ar_track_alvar,github,indigo-devel,13,0,C++,66,3,63,62,2,60,170,7,22,25,MOVED TO https://github.com/ros-perception/ar_track_alvar,https://github.com/sniekum/ar_track_alvar,Ivano,1,NO,E9,,,,,,,,,,
sonia-auv/proc_image_processing,github,master,1,0,C++,0,0,0,4,0,4,109,5,0,12,Node that reads images from ros and apply filterchains,https://github.com/sonia-auv/proc_image_processing,Ivano,1,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,
SOSVR/base_code-v2,github,master,48,0,C++,0,0,0,0,0,0,126,4,0,11,"Team SOSvr base code, version 2. July 2017",https://github.com/SOSVR/base_code-v2,Ivano,1,NO,,,,,,,,,,,
sourishg/jackal-navigation,github,master,3,0,C++,1,1,0,0,0,0,115,3,0,3,ROS package for local obstacle avoidance using stereo RGB cameras on the Jackal,https://github.com/sourishg/jackal-navigation,Ivano,1,YES,,SUBSYSTEM,Ground,,,Vision,Navigation,,NO,,
Soy-Robotics/roch,github,indigo,71,0,C++,1,1,0,16,0,16,115,4,14,9,ros project of Roch from roch_project,https://github.com/Soy-Robotics/roch,Ivano,1,YES,,FULL_SYSTEM,Service,,,FULL,,,NO,,
spencer-project/spencer_people_tracking,github,master,58,0,C++,47,16,31,19,4,15,243,6,0,7,Multi-modal ROS-based people detection and tracking framework for mobile robots developed within the context of the EU FP7 project SPENCER.,https://github.com/spencer-project/spencer_people_tracking,Ivano,1,YES,,SUBSYSTEM,GEN,,,Vision,,,PARTIALLY,https://github.com/spencer-project/spencer_people_tracking,
spiralray/nhk2015_back_ros,github,master,22,0,Python,2,0,2,1,0,1,234,2,1,5,ROS programs of ABU Robocon 2015,https://github.com/spiralray/nhk2015_back_ros,Ivano,1,NO,E1,,,,,,,,,,
splintered-reality/py_trees_ros,github,devel,8,0,Python,45,5,40,45,0,45,1107,6,20,11,ROS extensions and implementations for py_trees,https://github.com/splintered-reality/py_trees_ros,Ivano,1,NO,E9,,,,,,,,,,
srikanth-narayanan/CarND-Capstone,github,master,14,0,Python,0,0,0,7,0,7,142,7,0,2,A capstone project implementing Autonomous vehicle architecture for udacity Carla using ROS,https://github.com/srikanth-narayanan/CarND-Capstone,Ivano,1,NO,E1,,,,,,,,,,
srv/avt_vimba_camera,github,kinetic,7,0,C++,21,9,12,20,4,16,148,11,11,15,ROS Driver for AVT cameras using VIMBA SDK,https://github.com/srv/avt_vimba_camera,Ivano,1,NO,E7,,,,,,,,,,
StanfordVL/GibsonEnv,github,master,12,0,C,68,28,40,24,0,24,1151,21,2,13,Gibson Environments: Real-World Perception for Embodied Agents,https://github.com/StanfordVL/GibsonEnv,Ivano,1,NO,E2,,,,,,,,,,
start-jsk/denso,github,kinetic-devel,46,0,Common Lisp,45,9,36,55,3,52,268,5,24,12,A controller package suite for robots from Densowave based on open-industrial-ros-controllers,https://github.com/start-jsk/denso,Ivano,1,YES,,SUBSYSTEM,Manu,,,Control,,,PARTIALLY,http://wiki.ros.org/denso#Module_Relations,
start-jsk/hrpsys,github,master,9,0,CMake,40,2,38,103,0,103,757,2,10,25,An OpenRTM-aist-based robot controller. This package is the most tailored for humanoid (dual-arm and/or biped) robots for historical reason.,https://github.com/start-jsk/hrpsys,Ivano,1,NO,E3,,,,,,,,,,
start-jsk/rtmros_common,github,master,33,0,Common Lisp,465,45,420,599,28,571,4036,3,28,76,OpenRTM - ROS interoperability packages,https://github.com/start-jsk/rtmros_common,Ivano,1,YES,,SUBSYSTEM,GEN,,,Integration,,,PARTIALLY,http://wiki.ros.org/rtmros_common/Tutorials/GettingStart,
start-jsk/rtmros_hironx,github,indigo-devel,37,0,Common Lisp,199,46,153,334,18,316,1171,5,56,25,hironx controller and applications using rtmros packages,https://github.com/start-jsk/rtmros_hironx,Ivano,1,YES,,SUBSYSTEM,Manu,,,Control,Planning,,PARTIALLY,http://wiki.ros.org/rtmros_hironx,
StatueFungus/autonomous_driving,github,master,5,0,Python,1,0,1,0,0,0,240,7,0,8,Ros package for basic autonomous lane tracking and object detection,https://github.com/StatueFungus/autonomous_driving,Ivano,1,NO,E1,,,,,,,,,,
stereolabs/zed-ros-wrapper,github,master,12,0,C++,343,18,325,90,0,90,182,7,10,23,ROS wrapper for the ZED SDK,https://github.com/stereolabs/zed-ros-wrapper,Ivano,1,NO,E7,,,,,,,,,,
sterlingm/ramp,github,master,27,0,C++,45,8,37,0,0,0,712,17,0,5,This is a ROS metapackage that implements the Real-time Adaptive Motion Planning algorithm.,https://github.com/sterlingm/ramp,Ivano,1,YES,,SUBSYSTEM,Ground,,,Planning,,,NO,,
stonier/win_ros,github,fuerte,4,0,C,81,18,63,1,0,1,297,4,1,4,Windows support for Ros (Robot Operating System),https://github.com/stonier/win_ros,Ivano,1,NO,E8,,,,,,,,,,
strawlab/freemovr_engine,github,master,8,0,Python,10,8,2,0,0,0,1044,26,1,10,perspective-correct VR for freely moving animals engine,https://github.com/strawlab/freemovr_engine,Ivano,1,NO,I2,,,,,,,,,,
super-owesome/bobble_controllers,github,master,9,0,Jupyter Notebook,0,0,0,0,0,0,264,11,2,5,"ROS controllers for self balancing robot, Bobble-Bot.",https://github.com/super-owesome/bobble_controllers,Ivano,1,YES,,SUBSYSTEM,Ground,,,Control,,,NO,,Robot: Bobble-Bot
swri-robotics/novatel_gps_driver,github,master,3,0,C++,21,13,8,21,0,21,152,2,17,17,ROS driver for NovAtel GPS / GNSS receivers,https://github.com/swri-robotics/novatel_gps_driver,Ivano,1,NO,E7,,,,,,,,,,
Tabjones/pacman_vision,bitbucket,master,2,0,c++,0,0,0,0,0,0,346,6,NA,4,"Pacman vision module, ROS node.",https://bitbucket.org/Tabjones/pacman_vision,Ivano,1,YES,,SUBSYSTEM,GEN,,,Vision,,,PARTIALLY,https://github.com/Tabjones/pacman_vision/wiki,
Team-Anveshak/aurora2017,github,master,12,0,C++,0,0,0,7,0,7,261,4,0,17,ROS Meta Package containing packages for Rover Control,https://github.com/Team-Anveshak/aurora2017,Ivano,1,NO,E1,,,,,,,,,,
team-vigir/flexbe_behavior_engine,github,master,6,0,Python,52,25,27,20,2,18,294,14,4,21,Contains the behavior engine FlexBE.,https://github.com/team-vigir/flexbe_behavior_engine,Ivano,1,YES,,SUBSYSTEM,GEN,,,Planning,,,YES,http://philserver.bplaced.net/fbe/documentation.php,
team-vigir/vigir_footstep_planning_core,github,master,15,0,C++,2,0,2,1,0,1,117,5,1,7,Provides the generic footstep planner,https://github.com/team-vigir/vigir_footstep_planning_core,Ivano,1,YES,,SUBSYSTEM,Service,,,Planning,,,PARTIALLY,http://wiki.ros.org/vigir_footstep_planning#Terrain_Generation,Footstep planner
team-vigir/vigir_manipulation_planning,github,master,6,0,C++,1,0,1,3,0,3,442,41,2,18,This repository contains ROS packages related to manipulation motion planning,https://github.com/team-vigir/vigir_manipulation_planning,Ivano,1,NO,E4,,,,,,,,,,
teamr3/URC-18,github,master,25,0,C++,3,0,3,19,0,19,340,24,0,5,URC 2018 codebase,https://github.com/teamr3/URC-18,Ivano,1,NO,E1,,,,,,,,,,
Terabee/teraranger_array,github,master,4,0,C++,5,0,5,56,0,56,348,10,15,11,ROS package for TeraRanger sensor arrays,https://github.com/Terabee/teraranger_array,Ivano,1,NO,E7,,,,,,,,,,
Texas-Aerial-Robotics/Controls-ROS,github,master,6,0,C++,0,0,0,4,0,4,153,4,0,18,,https://github.com/Texas-Aerial-Robotics/Controls-ROS,Ivano,1,YES,,FULL_SYSTEM,Aerial,,,FULL,,,NO,,
theconstructcore/people,bitbucket,master,9,0,NA,0,0,0,0,0,0,110,14,NA,11,Cloned from https://github.com/wg-perception/people.git so that we can update face_detector/param/classifier.yaml to work with ROS Kinetic,https://bitbucket.org/theconstructcore/people,Ivano,1,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,
toborguru/beagleboard_navstack,github,master,12,0,C++,0,0,0,0,0,0,189,2,0,2,ROS Navigation stack for the beagleboard.,https://github.com/toborguru/beagleboard_navstack,Ivano,1,NO,E7,,,,,,,,,,
tokyo-drift/capstone-project,github,master,17,0,Python,0,0,0,26,0,26,135,5,0,19,Capstone project for Udacity's Self Driving Car Nanodegree,https://github.com/tokyo-drift/capstone-project,Ivano,1,NO,E1,,,,,,,,,,
